iShares MSCI ACWI ETF
Fund Holdings as of,"Apr 02, 2026"
Inception Date,"Mar 26, 2008"
Shares Outstanding,"204,200,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"NOW","SERVICENOW INC","Information Technology","Equity","33,182,844.00","0.12","33,182,844.00","325,322.00","102.00","United States","NYSE","USD","1.00","USD","-"
"8035","TOKYO ELECTRON LTD","Information Technology","Equity","33,042,198.73","0.12","33,042,198.73","138,500.00","238.57","Japan","Tokyo Stock Exchange","USD","159.37","JPY","-"
"939","CHINA CONSTRUCTION BANK CORP H","Financials","Equity","32,882,325.91","0.12","32,882,325.91","30,498,260.00","1.08","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"SAN","SANOFI SA","Health Care","Equity","32,810,950.87","0.12","32,810,950.87","343,973.00","95.39","France","Nyse Euronext - Euronext Paris","USD","0.87","EUR","-"
"ZURN","ZURICH INSURANCE GROUP AG","Financials","Equity","32,684,810.31","0.12","32,684,810.31","45,749.00","714.44","Switzerland","SIX Swiss Exchange","USD","0.80","CHF","-"
"DUK","DUKE ENERGY CORP","Utilities","Equity","31,953,607.40","0.11","31,953,607.40","241,670.00","132.22","United States","NYSE","USD","1.00","USD","-"
"WDC","WESTERN DIGITAL CORP","Information Technology","Equity","31,577,718.38","0.11","31,577,718.38","107,054.00","294.97","United States","NASDAQ","USD","1.00","USD","-"
"8411","MIZUHO FINANCIAL GROUP INC","Financials","Equity","31,554,249.43","0.11","31,554,249.43","782,790.00","40.31","Japan","Tokyo Stock Exchange","USD","159.37","JPY","-"
"SBUX","STARBUCKS CORP","Consumer Discretionary","Equity","31,528,466.34","0.11","31,528,466.34","348,882.00","90.37","United States","NASDAQ","USD","1.00","USD","-"
"CMCSA","COMCAST CORP CLASS A","Communication","Equity","31,463,200.86","0.11","31,463,200.86","1,126,502.00","27.93","United States","NASDAQ","USD","1.00","USD","-"
"CRWD","CROWDSTRIKE HOLDINGS INC CLASS A","Information Technology","Equity","31,437,485.04","0.11","31,437,485.04","78,767.00","399.12","United States","NASDAQ","USD","1.00","USD","-"
"UCG","UNICREDIT","Financials","Equity","31,423,443.94","0.11","31,423,443.94","434,154.00","72.38","Italy","Borsa Italiana","USD","0.87","EUR","-"
"ADBE","ADOBE INC","Information Technology","Equity","31,371,417.56","0.11","31,371,417.56","129,143.00","242.92","United States","NASDAQ","USD","1.00","USD","-"
"TMUS","T MOBILE US INC","Communication","Equity","31,341,263.80","0.11","31,341,263.80","155,617.00","201.40","United States","NASDAQ","USD","1.00","USD","-"
"6857","ADVANTEST CORP","Information Technology","Equity","31,190,741.38","0.11","31,190,741.38","235,300.00","132.56","Japan","Tokyo Stock Exchange","USD","159.37","JPY","-"
"CNQ","CANADIAN NATURAL RESOURCES LTD","Energy","Equity","30,812,640.07","0.11","30,812,640.07","648,556.00","47.51","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"OR","LOREAL SA","Consumer Staples","Equity","30,732,615.32","0.11","30,732,615.32","74,277.00","413.75","France","Nyse Euronext - Euronext Paris","USD","0.87","EUR","-"
"EQIX","EQUINIX REIT INC","Real Estate","Equity","30,615,323.48","0.11","30,615,323.48","30,604.00","1,000.37","United States","NASDAQ","USD","1.00","USD","-"
"BNP","BNP PARIBAS SA","Financials","Equity","30,500,146.59","0.11","30,500,146.59","316,984.00","96.22","France","Nyse Euronext - Euronext Paris","USD","0.87","EUR","-"
"CFR","COMPAGNIE FINANCIERE RICHEMONT SA","Consumer Discretionary","Equity","30,329,427.25","0.11","30,329,427.25","169,571.00","178.86","Switzerland","SIX Swiss Exchange","USD","0.80","CHF","-"
"8031","MITSUI LTD","Industrials","Equity","29,796,083.21","0.10","29,796,083.21","764,400.00","38.98","Japan","Tokyo Stock Exchange","USD","159.37","JPY","-"
"BMO","BANK OF MONTREAL","Financials","Equity","29,765,314.73","0.10","29,765,314.73","218,539.00","136.20","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"VRT","VERTIV HOLDINGS CLASS A","Industrials","Equity","29,562,873.18","0.10","29,562,873.18","113,142.00","261.29","United States","NYSE","USD","1.00","USD","-"
"TT","TRANE TECHNOLOGIES PLC","Industrials","Equity","29,556,660.56","0.10","29,556,660.56","69,208.00","427.07","United States","NYSE","USD","1.00","USD","-"
"NOC","NORTHROP GRUMMAN CORP","Industrials","Equity","29,520,455.00","0.10","29,520,455.00","42,022.00","702.50","United States","NYSE","USD","1.00","USD","-"
"7011","MITSUBISHI HEAVY INDUSTRIES LTD","Industrials","Equity","29,448,738.43","0.10","29,448,738.43","996,200.00","29.56","Japan","Tokyo Stock Exchange","USD","159.37","JPY","-"
"WM","WASTE MANAGEMENT INC","Industrials","Equity","29,419,966.56","0.10","29,419,966.56","124,968.00","235.42","United States","NYSE","USD","1.00","USD","-"
"CVS","CVS HEALTH CORP","Health Care","Equity","29,249,093.49","0.10","29,249,093.49","398,001.00","73.49","United States","NYSE","USD","1.00","USD","-"
"WBC","WESTPAC BANKING CORPORATION CORP","Financials","Equity","29,173,142.62","0.10","29,173,142.62","1,059,058.00","27.55","Australia","Asx - All Markets","USD","1.45","AUD","-"
"STX","SEAGATE TECHNOLOGY HOLDINGS PLC","Information Technology","Equity","29,143,668.72","0.10","29,143,668.72","67,877.00","429.36","United States","NASDAQ","USD","1.00","USD","-"
"BA.","BAE SYSTEMS PLC","Industrials","Equity","28,960,262.79","0.10","28,960,262.79","955,259.00","30.32","United Kingdom","London Stock Exchange","USD","0.76","GBP","Jan 01, 1998"
"D05","DBS GROUP HOLDINGS LTD","Financials","Equity","28,660,092.63","0.10","28,660,092.63","639,760.00","44.80","Singapore","Singapore Exchange","USD","1.28","SGD","Jan 01, 1998"
"ICE","INTERCONTINENTAL EXCHANGE INC","Financials","Equity","28,586,854.98","0.10","28,586,854.98","175,401.00","162.98","United States","NYSE","USD","1.00","USD","-"
"BSX","BOSTON SCIENTIFIC CORP","Health Care","Equity","28,587,811.50","0.10","28,587,811.50","455,075.00","62.82","United States","NYSE","USD","1.00","USD","-"
"ENEL","ENEL","Utilities","Equity","28,543,688.00","0.10","28,543,688.00","2,533,683.00","11.27","Italy","Borsa Italiana","USD","0.87","EUR","-"
"CM","CANADIAN IMPERIAL BANK OF COMMERCE","Financials","Equity","28,127,703.44","0.10","28,127,703.44","292,353.00","96.21","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"APP","APPLOVIN CORP CLASS A","Information Technology","Equity","27,965,074.23","0.10","27,965,074.23","72,379.00","386.37","United States","NASDAQ","USD","1.00","USD","-"
"MRVL","MARVELL TECHNOLOGY INC","Information Technology","Equity","27,688,577.66","0.10","27,688,577.66","258,506.00","107.11","United States","NASDAQ","USD","1.00","USD","-"
"HDFCBANK","HDFC BANK LTD","Financials","Equity","27,623,393.77","0.10","27,623,393.77","3,425,150.00","8.06","India","National Stock Exchange Of India","USD","93.11","INR","-"
"HWM","HOWMET AEROSPACE INC","Industrials","Equity","27,407,842.56","0.10","27,407,842.56","117,792.00","232.68","United States","NYSE","USD","1.00","USD","-"
"NAB","NATIONAL AUSTRALIA BANK LTD","Financials","Equity","27,311,307.41","0.10","27,311,307.41","945,216.00","28.89","Australia","Asx - All Markets","USD","1.45","AUD","-"
"RELIANCE","RELIANCE INDUSTRIES LTD","Energy","Equity","27,059,359.63","0.10","27,059,359.63","1,865,553.00","14.50","India","National Stock Exchange Of India","USD","93.11","INR","-"
"FCX","FREEPORT MCMORAN INC","Materials","Equity","27,057,040.56","0.10","27,057,040.56","440,812.00","61.38","United States","NYSE","USD","1.00","USD","-"
"BNS","BANK OF NOVA SCOTIA","Financials","Equity","27,020,336.87","0.10","27,020,336.87","385,311.00","70.13","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"2308","DELTA ELECTRONICS INC","Information Technology","Equity","26,997,155.63","0.10","26,997,155.63","604,000.00","44.70","Taiwan","Taiwan Stock Exchange","USD","31.99","TWD","-"
"ISP","INTESA SANPAOLO","Financials","Equity","26,820,983.26","0.09","26,820,983.26","4,363,770.00","6.15","Italy","Borsa Italiana","USD","0.87","EUR","-"
"WMB","WILLIAMS INC","Energy","Equity","26,682,624.00","0.09","26,682,624.00","370,592.00","72.00","United States","NYSE","USD","1.00","USD","-"
"9984","SOFTBANK GROUP CORP","Communication","Equity","26,554,242.15","0.09","26,554,242.15","1,174,200.00","22.61","Japan","Tokyo Stock Exchange","USD","159.37","JPY","-"
"MRSH","MARSH INC","Financials","Equity","26,544,212.20","0.09","26,544,212.20","152,020.00","174.61","United States","NYSE","USD","1.00","USD","-"
"NG.","NATIONAL GRID PLC","Utilities","Equity","26,463,403.22","0.09","26,463,403.22","1,510,255.00","17.52","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"CEG","CONSTELLATION ENERGY CORP","Utilities","Equity","26,359,322.76","0.09","26,359,322.76","96,618.00","272.82","United States","NASDAQ","USD","1.00","USD","-"
"8766","TOKIO MARINE HOLDINGS INC","Financials","Equity","26,197,244.06","0.09","26,197,244.06","574,900.00","45.57","Japan","Tokyo Stock Exchange","USD","159.37","JPY","-"
"BX","BLACKSTONE INC","Financials","Equity","26,113,532.55","0.09","26,113,532.55","230,991.00","113.05","United States","NYSE","USD","1.00","USD","-"
"CS","AXA SA","Financials","Equity","26,054,492.22","0.09","26,054,492.22","556,802.00","46.79","France","Nyse Euronext - Euronext Paris","USD","0.87","EUR","-"
"PWR","QUANTA SERVICES INC","Industrials","Equity","25,908,954.82","0.09","25,908,954.82","46,214.00","560.63","United States","NYSE","USD","1.00","USD","-"
"BN","BROOKFIELD CORP CLASS A","Financials","Equity","25,781,335.30","0.09","25,781,335.30","630,540.00","40.89","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"RHM","RHEINMETALL AG","Industrials","Equity","25,765,442.86","0.09","25,765,442.86","14,203.00","1,814.08","Germany","Xetra","USD","0.87","EUR","-"
"BK","BANK OF NEW YORK MELLON CORP","Financials","Equity","25,747,935.12","0.09","25,747,935.12","210,824.00","122.13","United States","NYSE","USD","1.00","USD","-"
"MUV2","MUENCHENER RUECKVERSICHERUNGS-GESE","Financials","Equity","25,641,995.59","0.09","25,641,995.59","40,732.00","629.53","Germany","Xetra","USD","0.87","EUR","-"
"ADP","AUTOMATIC DATA PROCESSING INC","Industrials","Equity","25,642,424.92","0.09","25,642,424.92","125,692.00","204.01","United States","NASDAQ","USD","1.00","USD","-"
"USB","US BANCORP","Financials","Equity","25,526,877.30","0.09","25,526,877.30","482,094.00","52.95","United States","NYSE","USD","1.00","USD","-"
"PNC","PNC FINANCIAL SERVICES GROUP INC","Financials","Equity","25,393,415.00","0.09","25,393,415.00","119,950.00","211.70","United States","NYSE","USD","1.00","USD","-"
"GD","GENERAL DYNAMICS CORP","Industrials","Equity","25,204,996.18","0.09","25,204,996.18","72,202.00","349.09","United States","NYSE","USD","1.00","USD","-"
"JCI","JOHNSON CONTROLS INTERNATIONAL PLC","Industrials","Equity","25,183,188.30","0.09","25,183,188.30","189,390.00","132.97","United States","NYSE","USD","1.00","USD","-"
"AMT","AMERICAN TOWER REIT CORP","Real Estate","Equity","25,145,506.47","0.09","25,145,506.47","144,739.00","173.73","United States","NYSE","USD","1.00","USD","-"
"BARC","BARCLAYS PLC","Financials","Equity","25,024,199.87","0.09","25,024,199.87","4,622,393.00","5.41","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"FDX","FEDEX CORP","Industrials","Equity","24,894,970.83","0.09","24,894,970.83","68,841.00","361.63","United States","NYSE","USD","1.00","USD","-"
"SU","SUNCOR ENERGY INC","Energy","Equity","24,640,589.36","0.09","24,640,589.36","374,055.00","65.87","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"REGN","REGENERON PHARMACEUTICALS INC","Health Care","Equity","24,478,240.50","0.09","24,478,240.50","32,130.00","761.85","United States","NASDAQ","USD","1.00","USD","-"
"ORLY","OREILLY AUTOMOTIVE INC","Consumer Discretionary","Equity","24,231,328.10","0.09","24,231,328.10","265,055.00","91.42","United States","NASDAQ","USD","1.00","USD","Jan 01, 1970"
"DG","VINCI SA","Industrials","Equity","24,224,194.44","0.09","24,224,194.44","159,358.00","152.01","France","Nyse Euronext - Euronext Paris","USD","0.87","EUR","-"
"INGA","ING GROEP NV","Financials","Equity","24,134,332.51","0.08","24,134,332.51","910,600.00","26.50","Netherlands","Euronext Amsterdam","USD","0.87","EUR","-"
"MELI","MERCADOLIBRE INC","Consumer Discretionary","Equity","24,022,426.56","0.08","24,022,426.56","14,003.00","1,715.52","United States","NASDAQ","USD","1.00","USD","-"
"CMI","CUMMINS INC","Industrials","Equity","23,932,517.52","0.08","23,932,517.52","43,539.00","549.68","United States","NYSE","USD","1.00","USD","-"
"CSX","CSX CORP","Industrials","Equity","23,921,903.34","0.08","23,921,903.34","580,347.00","41.22","United States","NASDAQ","USD","1.00","USD","-"
"8001","ITOCHU CORP","Industrials","Equity","23,641,048.54","0.08","23,641,048.54","1,848,200.00","12.79","Japan","Tokyo Stock Exchange","USD","159.37","JPY","-"
"2317","HON HAI PRECISION INDUSTRY LTD","Information Technology","Equity","23,611,477.51","0.08","23,611,477.51","3,914,000.00","6.03","Taiwan","Taiwan Stock Exchange","USD","31.99","TWD","Sep 26, 1991"
"SPOT","SPOTIFY TECHNOLOGY SA","Communication","Equity","23,596,225.29","0.08","23,596,225.29","48,257.00","488.97","Sweden","NYSE","USD","1.00","USD","-"
"HCA","HCA HEALTHCARE INC","Health Care","Equity","23,576,429.28","0.08","23,576,429.28","49,967.00","471.84","United States","NYSE","USD","1.00","USD","-"
"SHW","SHERWIN WILLIAMS","Materials","Equity","23,460,768.00","0.08","23,460,768.00","73,776.00","318.00","United States","NYSE","USD","1.00","USD","-"
"9983","FAST RETAILING LTD","Consumer Discretionary","Equity","23,446,133.09","0.08","23,446,133.09","59,300.00","395.38","Japan","Tokyo Stock Exchange","USD","159.37","JPY","-"
"LLOY","LLOYDS BANKING GROUP PLC","Financials","Equity","23,441,850.29","0.08","23,441,850.29","18,071,584.00","1.30","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"MMM","3M","Industrials","Equity","23,428,266.49","0.08","23,428,266.49","162,167.00","144.47","United States","NYSE","USD","1.00","USD","-"
"MDLZ","MONDELEZ INTERNATIONAL INC CLASS A","Consumer Staples","Equity","23,416,133.16","0.08","23,416,133.16","406,954.00","57.54","United States","NASDAQ","USD","1.00","USD","-"
"VLO","VALERO ENERGY CORP","Energy","Equity","23,366,491.61","0.08","23,366,491.61","95,729.00","244.09","United States","NYSE","USD","1.00","USD","-"
"CDNS","CADENCE DESIGN SYSTEMS INC","Information Technology","Equity","23,324,404.48","0.08","23,324,404.48","83,684.00","278.72","United States","NASDAQ","USD","1.00","USD","-"
"ANZ","ANZ GROUP HOLDINGS LTD","Financials","Equity","23,309,964.83","0.08","23,309,964.83","920,597.00","25.32","Australia","Asx - All Markets","USD","1.45","AUD","Jan 01, 1998"
"MAR","MARRIOTT INTERNATIONAL INC CLASS A","Consumer Discretionary","Equity","23,287,213.01","0.08","23,287,213.01","70,157.00","331.93","United States","NASDAQ","USD","1.00","USD","-"
"EMR","EMERSON ELECTRIC","Industrials","Equity","23,272,970.40","0.08","23,272,970.40","176,712.00","131.70","United States","NYSE","USD","1.00","USD","-"
"SNPS","SYNOPSYS INC","Information Technology","Equity","23,241,077.15","0.08","23,241,077.15","58,697.00","395.95","United States","NASDAQ","USD","1.00","USD","-"
"GLEN","GLENCORE PLC","Materials","Equity","23,006,457.66","0.08","23,006,457.66","3,082,075.00","7.46","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"EOG","EOG RESOURCES INC","Energy","Equity","22,979,161.36","0.08","22,979,161.36","161,099.00","142.64","United States","NYSE","USD","1.00","USD","-"
"MSI","MOTOROLA SOLUTIONS INC","Information Technology","Equity","22,883,862.72","0.08","22,883,862.72","52,132.00","438.96","United States","NYSE","USD","1.00","USD","-"
"MPC","MARATHON PETROLEUM CORP","Energy","Equity","22,800,215.33","0.08","22,800,215.33","94,321.00","241.73","United States","NYSE","USD","1.00","USD","-"
"UPS","UNITED PARCEL SERVICE INC CLASS B","Industrials","Equity","22,669,074.74","0.08","22,669,074.74","230,893.00","98.18","United States","NYSE","USD","1.00","USD","-"
"ITW","ILLINOIS TOOL INC","Industrials","Equity","22,458,072.96","0.08","22,458,072.96","86,976.00","258.21","United States","NYSE","USD","1.00","USD","-"
"SLB","SLB NV","Energy","Equity","22,384,009.44","0.08","22,384,009.44","452,751.00","49.44","United States","NYSE","USD","1.00","USD","-"
"ROST","ROSS STORES INC","Consumer Discretionary","Equity","22,305,532.04","0.08","22,305,532.04","101,398.00","219.98","United States","NASDAQ","USD","1.00","USD","-"
"CI","CIGNA","Health Care","Equity","22,280,970.32","0.08","22,280,970.32","82,516.00","270.02","United States","NYSE","USD","1.00","USD","-"
"PDD","PDD HOLDINGS ADS INC","Consumer Discretionary","Equity","22,172,537.31","0.08","22,172,537.31","219,813.00","100.87","China","NASDAQ","USD","1.00","USD","-"
"RCL","ROYAL CARIBBEAN GROUP LTD","Consumer Discretionary","Equity","22,075,429.92","0.08","22,075,429.92","80,688.00","273.59","United States","NYSE","USD","1.00","USD","-"
"PSX","PHILLIPS","Energy","Equity","22,044,399.63","0.08","22,044,399.63","125,103.00","176.21","United States","NYSE","USD","1.00","USD","-"
"CP","CANADIAN PACIFIC KANSAS CITY LTD","Industrials","Equity","22,037,150.69","0.08","22,037,150.69","279,372.00","78.88","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"MCO","MOODYS CORP","Financials","Equity","21,931,947.24","0.08","21,931,947.24","49,756.00","440.79","United States","NYSE","USD","1.00","USD","-"
"ABX","BARRICK MINING CORP","Materials","Equity","21,924,225.98","0.08","21,924,225.98","525,951.00","41.68","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"AEP","AMERICAN ELECTRIC POWER INC","Utilities","Equity","21,890,342.48","0.08","21,890,342.48","164,986.00","132.68","United States","NASDAQ","USD","1.00","USD","-"
"HLT","HILTON WORLDWIDE HOLDINGS INC","Consumer Discretionary","Equity","21,829,235.85","0.08","21,829,235.85","71,583.00","304.95","United States","NYSE","USD","1.00","USD","-"
"ABI","ANHEUSER-BUSCH INBEV SA","Consumer Staples","Equity","21,802,827.26","0.08","21,802,827.26","306,915.00","71.04","Belgium","Nyse Euronext - Euronext Brussels","USD","0.87","EUR","-"
"CRH","CRH PUBLIC LIMITED PLC","Materials","Equity","21,684,253.61","0.08","21,684,253.61","207,247.00","104.63","United States","NYSE","USD","1.00","USD","-"
"2454","MEDIATEK INC","Information Technology","Equity","21,659,269.22","0.08","21,659,269.22","473,000.00","45.79","Taiwan","Taiwan Stock Exchange","USD","31.99","TWD","Jul 23, 2001"
"1810","XIAOMI CORP","Information Technology","Equity","21,595,728.15","0.08","21,595,728.15","5,481,000.00","3.94","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"6861","KEYENCE CORP","Information Technology","Equity","21,557,757.35","0.08","21,557,757.35","60,400.00","356.92","Japan","Tokyo Stock Exchange","USD","159.37","JPY","-"
"4063","SHIN ETSU CHEMICAL LTD","Materials","Equity","21,525,554.54","0.08","21,525,554.54","535,000.00","40.23","Japan","Tokyo Stock Exchange","USD","159.37","JPY","-"
"INVE B","INVESTOR CLASS B","Financials","Equity","21,068,835.36","0.07","21,068,835.36","559,992.00","37.62","Sweden","Nasdaq Omx Nordic","USD","9.43","SEK","-"
"GM","GENERAL MOTORS","Consumer Discretionary","Equity","21,015,200.70","0.07","21,015,200.70","289,705.00","72.54","United States","NYSE","USD","1.00","USD","-"
"LHX","L3HARRIS TECHNOLOGIES INC","Industrials","Equity","20,995,456.00","0.07","20,995,456.00","58,976.00","356.00","United States","NYSE","USD","1.00","USD","-"
"005935","SAMSUNG ELECTRONICS NON VOTING PRE","Information Technology","Equity","20,947,386.54","0.07","20,947,386.54","268,448.00","78.03","Korea (South)","Korea Exchange (Stock Market)","USD","1,519.90","KRW","Jun 07, 1993"
"ICICIBANK","ICICI BANK LTD","Financials","Equity","20,774,702.98","0.07","20,774,702.98","1,590,953.00","13.06","India","National Stock Exchange Of India","USD","93.11","INR","-"
"ELV","ELEVANCE HEALTH INC","Health Care","Equity","20,756,172.58","0.07","20,756,172.58","69,017.00","300.74","United States","NYSE","USD","1.00","USD","-"
"ECL","ECOLAB INC","Materials","Equity","20,753,908.40","0.07","20,753,908.40","78,530.00","264.28","United States","NYSE","USD","1.00","USD","-"
"KMI","KINDER MORGAN INC","Energy","Equity","20,723,491.32","0.07","20,723,491.32","628,556.00","32.97","United States","NYSE","USD","1.00","USD","-"
"TDG","TRANSDIGM GROUP INC","Industrials","Equity","20,718,918.00","0.07","20,718,918.00","17,754.00","1,167.00","United States","NYSE","USD","1.00","USD","-"
