"Name","Description","Sources / Links","Parent Company","Country"
"Osteo Bi-Flex","Joint Supplements. Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.","https://en.wikipedia.org/wiki/Osem_(company)","Nestle",""
"Other Canadian provincial and territorial liquor agencies","carrying apartheid Israeli wine and other products. (See below info on Israeli wine.","https://bdscoalition.ca/2018/10/18/bc-attorney-general-stonewalls-on-israeli-wines-in-bc-liquor-store/","",""
"Otrivin","Nasal. Haleon stock is closely held by Glaxo Smith Kline and Pfizer, who both have production facilities and large investment in Israel.","https://www.mayniaga.com/unveiling-sensodynes-controversial-links-to-israel","Haleon",""
"OTV fund","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"OurCrowd","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"Outbrain","Technology. Outbrain is an advertising company which serves ads in 'Around the Web' and 'Recommended For You' boxes at the bottom of many online news articles. Outbrain CEO, Yaron Galai, is a staunch zionist who supports IOF action against innocent Palestinians.","https://twitter.com/yarongalai","Outbrain",""
"Outshine Ice Cream","Ice Cream. Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.","https://en.wikipedia.org/wiki/Osem_(company)","Nestle",""
"Outshine Ventures","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"Overline","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"Overton VC","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"Overview Capital","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"Owens Corning Canada Lp","Supporting Israeli economy -Imports from Israel","https://tradingeconomics.com/canada/imports/israel , https://ised-isde.canada.ca/app/ixb/cid-bdic/importingCountryResults.html#wb-auto-163","",""
"OXO Food","Yeast Spread. Mars committed investing $1 Billion dollars in partnership with Jerusalem Venture Partners (JVP) to foster food tech solutions in Israel","https://aus.mars.com/news-and-stories/press-releases/mars-partners-with-jerusalem-venture-partners","Mars",""
"Oxx Ventures","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"Oyster Bay Venture Capital","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"Oyster Ventures","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"Ozarka Water","Water. Blue Triton is owned by One Rock Capital, with is owned by Mitsubishi Corp. Mitsubishi has made investments in Israel and has opened an office in Tel Aviv to partner with Israeli companies.","https://www.jpost.com/business-and-innovation/article-712729","Blue Triton",""
"P.L.H. Lighting Engineering","Services to the Settlements, The Wall and Checkpoints--A private Israeli manufacturer of street lighting poles and antenna poles for communication infrastructure. The company has ... See link for more.","https://www.whoprofits.org/companies/company/3989?p-l-h-lighting-engineering","",""
"Packit","Storage Equipment. Packit sells directly in Israel through a local website.","https://www.packit.co.il/","Packit",""
"Padcon","Economic Exploitation, Services to the Settlements--A German manufacturer and supplier of solar energy equipment. Among its products are monitoring systems for PV power plants. ... See link for more.","https://www.whoprofits.org/companies/company/5735?padcon","",""
"Paddle Prairie Spirit Ablaze Fellowship","Donates to the International Fellowship of Christians and Jews (IFCJ). The IFCJ, a registered Canadian charity, provides funds to Israeli organizations involved in activities that appear to contravene international law and Canadian policy. It has sent approximately $23M in the last 5 years to KEREN L'YEDIDUT (Israel) , an organization that provides significant support to IDF soldiers and is focused on second coming/Armageddon theology that considers Jewish people as the chosen people.","https://bdscoalition.ca/","",""
"Page Tissue","Toilet Tissue. Kimberly-Clark is a significant customer of Avgol (19% of revenue), a company with a factory in the Barkan Industrial Area, adjacent to the illegal Israeli settlement of Barkan in the occupied West Bank.","https://investigate.afsc.org/company/indorama-ventures","Kimberly-Clark",""
"Pai Skincare","Skincare-Affordable. Groupe Clarins has a spa at the Elkinkin Hotel in Tel Aviv.","https://www.spaplus.co.il/en/spaclarins","Groupe Clarins",""
"Paixao Skincare","Skincare. Coty is majority-owned by JAB Holding. JAB Holding Company funds the Landecker Foundation, which is a German organization fighting anti-semitism by supporting Hillel, a Zionist campus group, and cooperating with Hebrew University, without advocating for justice for Palestinians.","https://www.alfredlandecker.org/en/projects/cooperation-with-the-hebrew-university-of-jerusalem","Coty",""
"Pal Aviation Services","Supporting Israeli economy -Imports from Israel","https://tradingeconomics.com/canada/imports/israel , https://ised-isde.canada.ca/app/ixb/cid-bdic/importingCountryResults.html#wb-auto-164","",""
"Palantir Technologies Inc","A Denver-based high-tech mass surveillance company that has been providing its AI-powered tools to the Israeli security forces as well as the U.S. military, immigration authorities, and police departments.","https://afsc.org/gaza-genocide-companies","",""
"Palmolive","Dish Soap.  Soap Products.  Body Wash. . Colgate Palmolive maintains a Hebrew language site for Israel, selling its products through large local distributor Schestowitz Ltd. Colgate profits from the Israeli economy while silent on the injustice of the Occupation. Its Annual Revenue was $19.14 billion in 2023, higher than the GDP of 86 countries.","https://www.palmolive.co.il","Colgate Palmolive",""
"Palo Santo","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"Paloma Picasso Fragrances","Perfume. Paloma Picasso Fragrances is in partnership with L'Oreal, which has heavy investment in and operates a factory in Occupied Palestine.","https://masjidalaqsa.com/boycott/loreal-israel-bds","Paloma Picasso",""
"Pamesello","Italian Food. Mars committed investing $1 Billion dollars in partnership with Jerusalem Venture Partners (JVP) to foster food tech solutions in Israel","https://aus.mars.com/news-and-stories/press-releases/mars-partners-with-jerusalem-venture-partners","Mars",""
"Pampers","Procter & Gamble (P&G) has significant involvement in Israel since 2001, with its brands present in 98% of Israeli households, and providing work for countless Israelis. P&G operates a research and development centre in Tel Aviv, where it invests approximately $2 billion annually. In 2007 P&G established the Israel House of Innovation, an open innovation centre Through which it collaborates with Israeli companies, including Teva Pharmaceutical Industries Ltd.","https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=6684002211f5 , http://www.tevapharm.com/ , https://localhost/javascript/viewInstrument('TEVA' , 11 , 'EN') , https://localhost/javascript/viewInstrument('629014' , 45 , 'EN') , https://us.pg.com/brands/","Procter and Gamble",""
"Panache Ventures","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
